"Nr.";"Name";"Wahberechtigte";"abgegebeneStimmen";"Wahlbeteiligung in p";"ungueltigeStimmen";"Ungueltige in p";"gueltigeStimmen";"Gueltige in p";" OEVP ";"OEVPp";" SPOE ";"SPOEp";" GRUENE ";"GRUENEp";" FPOE ";"FPOEp";" BZOE ";"BZOEp";" DCOOE ";"DCOOEp";" KPOE ";"KPOEp";"Stimmen";" Ant. % ";"DatumErst";"ZeitErst";"DatumLetzt";"ZeitLetzt"
41751;"Zell am Moos                  ";1123;925;82.37;21;2.27;904;97.73;558;61.73;110;12.17;86;9.51;114;12.61;22;2.43;9;1;5;0.55;" 0 ";" 0 ";27/09/2009;3:26:11 PM;27/09/2009;3:26:11 PM
41752;"Zell am Pettenfirst           ";929;811;87.3;13;1.6;798;98.4;426;53.38;142;17.79;103;12.91;103;12.91;16;2.01;5;0.63;3;0.38;" 0 ";" 0 ";27/09/2009;5:52:00 PM;27/09/2009;5:52:00 PM
41800;"Bezirk Wels-Land                     ";51365;42964;83.64;949;2.21;42015;97.79;18926;45.05;9979;23.75;3597;8.56;7828;18.63;1337;3.18;167;0.4;181;0.43;" 0 ";" 0 ";27/09/2009;9:27:26 PM;27/09/2009;9:27:26 PM
41801;"Aichkirchen                   ";411;384;93.43;6;1.56;378;98.44;238;62.96;27;7.14;23;6.08;77;20.37;10;2.65;2;0.53;1;0.26;" 0 ";" 0 ";27/09/2009;1:22:51 PM;27/09/2009;1:22:51 PM
41802;"Bachmanning                   ";465;397;85.38;2;0.5;395;99.5;175;44.3;95;24.05;26;6.58;75;18.99;11;2.78;12;3.04;1;0.25;" 0 ";" 0 ";27/09/2009;1:33:23 PM;27/09/2009;1:33:23 PM
41803;"Bad Wimsbach-Neydharting      ";1906;1705;89.45;39;2.29;1666;97.71;830;49.82;448;26.89;113;6.78;215;12.91;50;3;6;0.36;4;0.24;" 0 ";" 0 ";27/09/2009;5:11:02 PM;27/09/2009;5:11:02 PM
41804;"Buchkirchen                   ";3025;2550;84.3;71;2.78;2479;97.22;1147;46.27;680;27.43;203;8.19;368;14.84;60;2.42;10;0.4;11;0.44;" 0 ";" 0 ";27/09/2009;6:50:08 PM;27/09/2009;6:50:08 PM
41805;"Eberstalzell                  ";1774;1474;83.09;24;1.63;1450;98.37;826;56.97;124;8.55;130;8.97;323;22.28;31;2.14;11;0.76;5;0.34;" 0 ";" 0 ";27/09/2009;3:36:11 PM;27/09/2009;3:36:11 PM
41806;"Edt bei Lambach               ";1628;1408;86.49;15;1.07;1393;98.93;665;47.74;315;22.61;85;6.1;267;19.17;48;3.45;4;0.29;9;0.65;" 0 ";" 0 ";27/09/2009;2:35:02 PM;27/09/2009;2:35:02 PM
41807;"Fischlham                     ";1051;948;90.2;16;1.69;932;98.31;512;54.94;176;18.88;62;6.65;142;15.24;28;3;5;0.54;7;0.75;" 0 ";" 0 ";27/09/2009;6:13:23 PM;27/09/2009;6:13:23 PM
41808;"Gunskirchen                   ";4358;3737;85.75;99;2.65;3638;97.35;1760;48.38;852;23.42;269;7.39;637;17.51;100;2.75;10;0.27;10;0.27;" 0 ";" 0 ";27/09/2009;5:00:40 PM;27/09/2009;5:00:40 PM
41809;"Holzhausen                    ";594;521;87.71;7;1.34;514;98.66;228;44.36;134;26.07;50;9.73;81;15.76;18;3.5;2;0.39;1;0.19;" 0 ";" 0 ";27/09/2009;1:29:34 PM;27/09/2009;1:29:34 PM
41810;"Krenglbach                    ";2352;2066;87.84;40;1.94;2026;98.06;805;39.73;603;29.76;216;10.66;340;16.78;46;2.27;7;0.35;9;0.44;" 0 ";" 0 ";27/09/2009;5:32:18 PM;27/09/2009;5:32:18 PM
41811;"Lambach                       ";2432;1828;75.16;59;3.23;1769;96.77;787;44.49;420;23.74;170;9.61;331;18.71;46;2.6;6;0.34;9;0.51;" 0 ";" 0 ";27/09/2009;7:03:19 PM;27/09/2009;7:03:19 PM
41812;"Marchtrenk                    ";9024;7109;78.78;156;2.19;6953;97.81;2466;35.47;2398;34.49;527;7.58;1240;17.83;258;3.71;19;0.27;45;0.65;" 0 ";" 0 ";27/09/2009;9:27:26 PM;27/09/2009;9:27:26 PM
41813;"Neukirchen bei Lambach        ";712;631;88.62;20;3.17;611;96.83;339;55.48;85;13.91;44;7.2;112;18.33;23;3.76;1;0.16;7;1.15;" 0 ";" 0 ";27/09/2009;1:54:54 PM;27/09/2009;1:54:54 PM
41814;"Offenhausen                   ";1248;1113;89.18;12;1.08;1101;98.92;547;49.68;160;14.53;99;8.99;228;20.71;56;5.09;4;0.36;7;0.64;" 0 ";" 0 ";27/09/2009;3:27:10 PM;27/09/2009;3:27:10 PM
41815;"Pennewang                     ";715;641;89.65;6;0.94;635;99.06;359;56.54;86;13.54;60;9.45;103;16.22;21;3.31;6;0.94;0;0;" 0 ";" 0 ";27/09/2009;2:12:49 PM;27/09/2009;2:12:49 PM
41816;"Pichl bei Wels                ";2068;1770;85.59;53;2.99;1717;97.01;830;48.34;307;17.88;202;11.76;314;18.29;51;2.97;8;0.47;5;0.29;" 0 ";" 0 ";27/09/2009;4:56:36 PM;27/09/2009;4:56:36 PM
41817;"Sattledt                      ";1791;1508;84.2;25;1.66;1483;98.34;747;50.37;290;19.55;78;5.26;310;20.9;44;2.97;10;0.67;4;0.27;" 0 ";" 0 ";27/09/2009;5:25:50 PM;27/09/2009;5:25:50 PM
41818;"Schleißheim                   ";903;794;87.93;30;3.78;764;96.22;352;46.07;145;18.98;81;10.6;169;22.12;15;1.96;1;0.13;1;0.13;" 0 ";" 0 ";27/09/2009;4:28:00 PM;27/09/2009;4:28:00 PM
41819;"Sipbachzell                   ";1409;1225;86.94;10;0.82;1215;99.18;659;54.24;186;15.31;95;7.82;242;19.92;32;2.63;1;0.08;0;0;" 0 ";" 0 ";27/09/2009;5:47:10 PM;27/09/2009;5:47:10 PM
41820;"Stadl-Paura                   ";3661;2769;75.64;61;2.2;2708;97.8;838;30.95;866;31.98;229;8.46;600;22.16;141;5.21;17;0.63;17;0.63;" 0 ";" 0 ";27/09/2009;3:58:15 PM;27/09/2009;3:58:15 PM
41821;"Steinerkirchen an der Traun   ";1791;1533;85.59;30;1.96;1503;98.04;929;61.81;173;11.51;111;7.39;237;15.77;47;3.13;4;0.27;2;0.13;" 0 ";" 0 ";27/09/2009;4:21:38 PM;27/09/2009;4:21:38 PM
41822;"Steinhaus                     ";1495;1386;92.71;42;3.03;1344;96.97;519;38.62;182;13.54;86;6.4;528;39.29;24;1.79;4;0.3;1;0.07;" 0 ";" 0 ";27/09/2009;5:30:19 PM;27/09/2009;5:30:19 PM
41823;"Thalheim bei Wels             ";4176;3410;81.66;70;2.05;3340;97.95;1479;44.28;692;20.72;465;13.92;556;16.65;122;3.65;9;0.27;17;0.51;" 0 ";" 0 ";27/09/2009;4:46:03 PM;27/09/2009;4:46:03 PM
41824;"Weißkirchen an der Traun      ";2376;2057;86.57;56;2.72;2001;97.28;889;44.43;535;26.74;173;8.65;333;16.64;55;2.75;8;0.4;8;0.4;" 0 ";" 0 ";27/09/2009;3:25:45 PM;27/09/2009;3:25:45 PM
